name,categorie,tier,score_excel,ats,slug,careers_url,statut
13Advisory,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
2CFinance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
2J Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
A Plus Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Access Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Acetis Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Acom Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Acquest,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Acta Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Acype Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Ader Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Advance Capital,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Advisio Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Aertus Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Aforge Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Agora Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Altrix Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Ama Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Amala Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Amkeo Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Apparius Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
ASTORIA FINANCE,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Atena Finances,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Atout Capital,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
ATRIUM Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Aucteor Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Aurignac Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Axonia Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Axys Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Blue Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Blue Partners Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
BM&A,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Breakline Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Bucéphale Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Calao Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Capival,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Capstone Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Carmin Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Cartier Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Case Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
CFK Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Chausson Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Chausson Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Cofigex,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Corbett Keeling,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Crédit Mutuel Equity Advisory,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Cydipé,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
EKAPARTNERS,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Entrepreneurs et Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
EQUIDEALS,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Equitas Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
EQUITIM,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Eurallia Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Euro Latina Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Eurvad,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Eurvad Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Financière des Ternes,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Finders SA,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
FL FINANCE & Développement,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Flack & Cie,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Fortlane Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Gimar & Co,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Ginesis Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Goldblum and Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Groupe Premium M&A,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Groupe Stentor,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
HC Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Hekla Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
HEMISPHERE,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Hermes Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Iddea Advisory,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
IKSEL & CO,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Impulse CF,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Impulse Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
In Extenso Finance & Transmission,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Initiative Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Intuitu,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
IRD M&A,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Jasmin Capital,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Kray&Co,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
La Baume Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Largillière Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Latinafinance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Leuwen-EuroLand,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Linkera,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Logion Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Magellan Asset Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Marceau Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Maresquier Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
MBA Capital,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
MBA Capital / Conseil Cession Acquisition,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Mediastone Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Messis Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
MGT Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Natureo Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Naxicap Advisory,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
NewCo Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Next! Financial Advisors,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Nfinance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Nord Transmission,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Novabridge,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Oakbridge Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Octama Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Oneida Associés,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Pax Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
PMCF Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
PME Partner,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Prevaal Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Priscus Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Rangecourt S.A.,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Raphaël Financial Advisory,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Rochefort & Associés,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Sailly Transmission,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
SCCF Structured Commodity,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
SCCF Structured Commodity & Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
SDM - Corporate Finance Group,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Septentrion Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Shibumi Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Sienna Investment Managers Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Sigma Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Tevali Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Transactions & Compagnie,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
TRANSCAPITAL,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Triactis,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Triactis Fusac,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Trianon Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Trium & Co,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Trocadero Capital Partners,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Trocadéro CP,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Vendome Conseils M&A,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Viti Transactions,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Wanda Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Whedge Corporate Finance,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
WINGATE,Boutique Corporate Finance / M&A,cible,82.4,,,,a_enrichir
Adviso Partners,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Aelios Finance,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Alexander Partners,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Amboise Partners,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
AURIS Finance,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Banque Populaire Ingénierie Financière,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Bionest Partners Finance,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
BNP Paribas Capital Partners,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
BRED M&A,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Chevrillon & Associés,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
CIC Conseil,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Clairfield International,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Corporate Finance International,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Crédit Agricole Midcap Advisors,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Crescendo Finance,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Evolve Capital,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Financière Cincinnatus,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Hand Partners,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Invest Corporate Finance,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Investec Advisory (ex-Capitalmind),Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Linkers,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
LINKERS Fusions et Acquisitions,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
M&A WORLDWIDE,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Oaklins,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Oaklins France,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
ONEtoONE Corporate Finance France,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Scalene Partners,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Société Générale Capital Partners,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Societex Corporate Finance,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Sodica,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Transaction R,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Translink CF France,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Wagram Corporate Finance,Boutique M&A mid-market,cible,73.8,,,,a_enrichir
Deloitte,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
EY,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
EY Maroc,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
KPMG,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
KPMG France,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
KPMG GLD et Associés Monaco,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
KPMG India,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
KPMG Strategy France,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
PwC,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
PwC France,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
PwC Maroc,Big 4 – Transaction Services,elite,73.1,,,,a_enrichir
8Advisory,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Accuracy,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Advancy,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Alcé Equity Advisory,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
AlixPartners,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Alvarez & Marsal,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Associés en Finance,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Baker Tilly Corporate Finance,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Clearwater,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Clearwater - France,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Clearwater France - Belgium,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Constantin Associés,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Credit Agricole Midcap Advisors,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
D'Ornano & Associés,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Duff & Phelps,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Eight Advisory,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Exelmans,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Finexsi,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Forvis Mazars Corporate Finance,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
FTI Consulting,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Grant Thornton France,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
In Extenso Finance,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Indosuez Corporate Advisory,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Interpath,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Investec Business Advisory,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
June Partners,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Kroll,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Kroll Advisory,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Ledouble,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Mazars Consulting,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Mazars Restructuring,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Oderis,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Oderis Consulting,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Ricol Lasteyrie,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
RSM Corporate Finance,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Sorgem Evaluation,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Sorgem Évaluation,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Teneo,Advisory / TS / Valuation (grand),elite,72.7,,,,a_enrichir
Audit & Associés,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Audit & Stratégie,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Baker Tilly,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Baker Tilly (Blue Partners Finance),Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Baker Tilly M&A (France),Audit / Expertise (+ CF),autre,66,,,,a_enrichir
BCRH & Associés,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
BDO Corporate Finance,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Benoit & Associés,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Blue Partners Finance | Groupe Baker Tilly,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Cailliau Dedouit & Associés,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Colombus Audit & Expertise,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Compagnie Fiduciaire,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Compagnie Méditerranéenne d'Audit,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Conseil & Partenaires Audit (CP&A),Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Crowe HAF,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
dafinity By AURYS,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Fidaro CGT (Maroc),Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Forvis Mazars,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Forvis Mazars Group,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Forvis Mazars US,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Galea & Associés,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Grant Thornton (US),Audit / Expertise (+ CF),autre,66,,,,a_enrichir
H3P Audit & Conseil,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
HAF Audit,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Lison Chouraki Audit,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Mazars,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Mazars Maroc,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Nexia S&A,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Organisation Conseil Audit,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Paper Audit & Conseil,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
RSM France,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Sefico Nexia,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
Synergie Audit,Audit / Expertise (+ CF),autre,66,,,,a_enrichir
4C Conseil,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
A2D Conseil,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Acom Conseil,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Acq'cess Conseils,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Chami & Co,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
DZETA Conseil,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Echosys Advisory,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Econsult,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Effective Capital,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Entreprise & Décisions,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Financial Decisions,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Galéa,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Galea & Associes,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Global Sovereign Advisory,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Green Giraffe Advisory,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Groupe Malesherbes,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Integrity Advisory,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
JRC Corporate Consulting,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
JTB Conseil,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
MKH Conseil,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
MNK Group,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Olyos Group,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Pramex International,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Pure Partners Advisory,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Raise Conseil,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
RivierAzul Advisors,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
VAS Consulting,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Vendome Conseils,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
WEADVISE,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Yellow Advisory,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
YOU ADVISORY,Conseil financier (indépendant),cible,62.3,,,,a_enrichir
Alantra,Boutique M&A élite,elite,57.5,,,,a_enrichir
Arma Partners,Boutique M&A élite,elite,57.5,,,,a_enrichir
Avolta Partners,Boutique M&A élite,elite,57.5,,,,a_enrichir
Bryan Garnier,Boutique M&A élite,elite,57.5,,,,a_enrichir
Bryan Garnier Securities,Boutique M&A élite,elite,57.5,,,,a_enrichir
Cambon Partners,Boutique M&A élite,elite,57.5,,,,a_enrichir
Centerview Partners,Boutique M&A élite,elite,57.5,,,,a_enrichir
Clearwater International,Boutique M&A élite,elite,57.5,,,,a_enrichir
Clipperton,Boutique M&A élite,elite,57.5,,,,a_enrichir
DC Advisory,Boutique M&A élite,elite,57.5,,,,a_enrichir
Degroof Petercam Corporate Finance,Boutique M&A élite,elite,57.5,,,,a_enrichir
Drake Star,Boutique M&A élite,elite,57.5,,,,a_enrichir
Edmond de Rothschild Private Equity,Boutique M&A élite,elite,57.5,,,,a_enrichir
Evercore,Boutique M&A élite,elite,57.5,,,,a_enrichir
Financière de Courcelles,Boutique M&A élite,elite,57.5,,,,a_enrichir
Goetzpartners,Boutique M&A élite,elite,57.5,,,,a_enrichir
GP Bullhound,Boutique M&A élite,elite,57.5,,,,a_enrichir
Greenhill,Boutique M&A élite,elite,57.5,,,,a_enrichir
Guggenheim Securities,Boutique M&A élite,elite,57.5,,,,a_enrichir
Houlihan Lokey,Boutique M&A élite,elite,57.5,,,,a_enrichir
Houlihan Lokey France,Boutique M&A élite,elite,57.5,,,,a_enrichir
ICON Corporate Finance,Boutique M&A élite,elite,57.5,,,,a_enrichir
Lazard,Boutique M&A élite,elite,57.5,,,,a_enrichir
Lincoln International,Boutique M&A élite,elite,57.5,,,,a_enrichir
Messier & Associés,Boutique M&A élite,elite,57.5,,,,a_enrichir
Messier Maris & Associés,Boutique M&A élite,elite,57.5,,,,a_enrichir
Moelis & Company,Boutique M&A élite,elite,57.5,,,,a_enrichir
Natixis Partners,Boutique M&A élite,elite,57.5,,,,a_enrichir
Ohana & Co.,Boutique M&A élite,elite,57.5,,,,a_enrichir
Perella Weinberg,Boutique M&A élite,elite,57.5,,,,a_enrichir
Perella Weinberg Partners,Boutique M&A élite,elite,57.5,,,,a_enrichir
PJT Partners,Boutique M&A élite,elite,57.5,,,,a_enrichir
Results International,Boutique M&A élite,elite,57.5,,,,a_enrichir
Rothschild & Co,Boutique M&A élite,elite,57.5,,,,a_enrichir
Solomon Partners,Boutique M&A élite,elite,57.5,,,,a_enrichir
William Blair France,Boutique M&A élite,elite,57.5,,,,a_enrichir
Zaoui & Co.,Boutique M&A élite,elite,57.5,,,,a_enrichir
Accuracy Debt Advisory,Debt Advisory,cible,55.8,,,,a_enrichir
Alantra Debt Advisory,Debt Advisory,cible,55.8,,,,a_enrichir
Ardian Private Debt,Debt Advisory,cible,55.8,,,,a_enrichir
Astris Finance,Debt Advisory,cible,55.8,,,,a_enrichir
"Astris Finance, LLC",Debt Advisory,cible,55.8,,,,a_enrichir
Blackstone Credit,Debt Advisory,cible,55.8,,,,a_enrichir
Capza Debt,Debt Advisory,cible,55.8,,,,a_enrichir
Clearwater Debt Advisory,Debt Advisory,cible,55.8,,,,a_enrichir
Crédit Agricole Debt Advisory,Debt Advisory,cible,55.8,,,,a_enrichir
DC Advisory Debt,Debt Advisory,cible,55.8,,,,a_enrichir
Deloitte Debt & Capital Advisory,Debt Advisory,cible,55.8,,,,a_enrichir
Eight Advisory Debt,Debt Advisory,cible,55.8,,,,a_enrichir
Eurazeo Private Debt,Debt Advisory,cible,55.8,,,,a_enrichir
MV Credit,Debt Advisory,cible,55.8,,,,a_enrichir
Omnes Private Debt,Debt Advisory,cible,55.8,,,,a_enrichir
Société Générale Debt Advisory,Debt Advisory,cible,55.8,,,,a_enrichir
AFD - Agence Française de Développement,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Air Liquide Venture Capital,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Akka Venture,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Axeleo Capital,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Bouygues Telecom Initiatives,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Bpifrance Digital Venture,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
CMA CGM Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
EDF Invest,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
EDF Pulse Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
Engie New Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
FMO - Dutch entrepreneurial development bank,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
InnoEnergy,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
La Poste Finance,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
L'Oreal Finance,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
LVMH Luxury Ventures,Corporate Venture / Corp Dev,cible,50.9,,,,a_enrichir
